"","Country","iso2","iso3","Year","icd10n","icd103n","icd104n","icd10c","icd103c","icd104c","icd11c1","icd11c2","icd11c3","icd11l1","icd11l2","icd11l3","Disease","DONs","Definition"
"59","Australia","AU","AUS","2000","Other bacterial diseases","Other bacterial diseases, not elsewhere classified","Legionnaires disease","A30-A49","A48","A481","1","C19","1C19","Certain infectious or parasitic diseases  ","Other bacterial diseases","Legionellosis","Legionnaires disease","DON0396, DON0395","Legionnaires’ disease, the pneumonic form, has an incubation period of 2 to 10 days (but up to 16 days has been recorded in some outbreaks). Initially, symptoms are fever, loss of appetite, headache, malaise and lethargy. Some patients may also have muscle pain, diarrhoea and confusion. There is also usually an initial mild cough, but as many as 50% of patients can present phlegm. Blood-streaked phlegm or hemoptysis occurs in about one-third of the patients. The severity of disease ranges from a mild cough to a rapidly fatal pneumonia. Death occurs through progressive pneumonia with respiratory failure and/or shock and multi-organ failure."
"60","Australia","AU","AUS","2003","Codes for special purposes","Provisional assignment of new diseases of uncertain etiology or emergency use","Severe acute respiratory syndrome [SARS]","U00-U49","U04","U049","1","D65","1D65","Certain infectious or parasitic diseases  ","Certain zoonotic viral diseases","Severe acute respiratory syndrome","Severe acute respiratory syndrome","DON0691","A disease of the respiratory system, caused by an infection with coronavirus. This disease is characterised by fever, headache, cough, myalgia, tachycardia, or diarrhoea. This disease may also lead to pneumonia. Transmission is by direct contact, inhalation of infected respiratory secretions, or airborne transmission. Confirmation is by identification of coronavirus in a blood, stool, respiratory secretions, or body tissue sample."
"61","Austria","AT","AUT","2016","Provisional assignment of new diseases of uncertain etiology or emergency use","Severe acute respiratory syndrome [SARS]","Middle East respiratory syndrome coronavirus [MERS-CoV]","U00-U49","U04","U040","1","D64","1D64","Certain infectious or parasitic diseases  ","Certain zoonotic viral diseases","Middle East respiratory syndrome","Middle East respiratory syndrome","DON2271","A disease caused by an infection with Middle East Respiratory Syndrome coronavirus (MERS-CoA). This disease is characterised by severe acute respiratory illness with fever, cough, and shortness of breath. Confirmation is by identification of Middle East Respiratory Syndrome coronavirus from genetic material."
"62","Austria","AT","AUT","2009","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1385, DON1422, DON1413, DON1396, DON1381, DON1382, DON1387, DON1393, DON1416, DON1405, DON1402, DON1420, DON1391, DON1418, DON1425, DON1424, DON1395, DON1428, DON1431, DON1400, DON1397, DON1384, DON1423, DON1426, DON1430, DON1433, DON1383, DON1427, DON1403, DON1399, DON1468, DON1410, DON1394, DON1386, DON1411, DON1404, DON1415, DON1407, DON1435, DON1398, DON1429, DON1409, DON1406, DON1419, DON1434, DON1412, DON1392","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"63","Austria","AT","AUT","2017","Viral hepatitis","Acute hepatitis A","Acute hepatitis A","B15-B19","B15","B15","1","E50","1E+50","Certain infectious or parasitic diseases  ","Viral hepatitis","Acute viral hepatitis","Acute hepatitis A","DON2334","Acute liver injury and inflammation caused by recent and short-term (less than 6 months) infection with hepatitis A virus (HAV). Transmission is by the faecal-oral route. Diagnosis is confirmed by presence of IgM-anti-HAV in serum. Clinical features, if they occur, are characterised by anorexia, nausea and fever, with jaundice in severer cases."
"64","Austria","AT","AUT","2006","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1079","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"65","Austria","AT","AUT","2014","Provisional assignment of new diseases of uncertain etiology or emergency use","Severe acute respiratory syndrome [SARS]","Middle East respiratory syndrome coronavirus [MERS-CoV]","U00-U49","U04","U040","1","D64","1D64","Certain infectious or parasitic diseases  ","Certain zoonotic viral diseases","Middle East respiratory syndrome","Middle East respiratory syndrome","DON1977","A disease caused by an infection with Middle East Respiratory Syndrome coronavirus (MERS-CoA). This disease is characterised by severe acute respiratory illness with fever, cough, and shortness of breath. Confirmation is by identification of Middle East Respiratory Syndrome coronavirus from genetic material."
"66","Austria","AT","AUT","2004","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON0813, DON0820","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"67","Austria","AT","AUT","2003","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON0804, DON0806, DON0808","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"68","Austria","AT","AUT","2011","Bacterial, viral and other infectious agents","Other specified bacterial agents as the cause of diseases classified to other chapters","Escherichia coli [E. coli] as the cause of diseases classified to other chapters","B95-B98","B96","B962","X","N6P4","XN6P4","Extension Codes","Aetiology","Infectious Agents","Escherichia coli","DON1589",""
"69","Azerbaijan","AZ","AZE","2009","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1438","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"70","Azerbaijan","AZ","AZE","2006","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1105, DON1092, DON1090, DON1079, DON1097","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"71","Bahamas","BS","BHS","2009","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1434, DON1423, DON1431, DON1419, DON1425, DON1418, DON1470, DON1429, DON1424, DON1430, DON1428, DON1420, DON1427, DON1433, DON1435, DON1422, DON1426","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"72","Bahrain","BH","BHR","2009","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1420, DON1435, DON1412, DON1416, DON1424, DON1426, DON1431, DON1422, DON1418, DON1427, DON1413, DON1411, DON1425, DON1434, DON1423, DON1429, DON1430, DON1433, DON1419, DON1415, DON1428","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"73","Bahrain","BH","BHR","2016","Provisional assignment of new diseases of uncertain etiology or emergency use","Severe acute respiratory syndrome [SARS]","Middle East respiratory syndrome coronavirus [MERS-CoV]","U00-U49","U04","U040","1","D64","1D64","Certain infectious or parasitic diseases  ","Certain zoonotic viral diseases","Middle East respiratory syndrome","Middle East respiratory syndrome","DON2234","A disease caused by an infection with Middle East Respiratory Syndrome coronavirus (MERS-CoA). This disease is characterised by severe acute respiratory illness with fever, cough, and shortness of breath. Confirmation is by identification of Middle East Respiratory Syndrome coronavirus from genetic material."
